id,customer_id,status,total_amount_products,total_amount_services,discount,total_amount,received_at,realized_at,delivery_at,equipments_description,defects_description,technical_report,warranty,created_at
323,3,5,0.00,0.00,0.00,0.00,1606909398778,1606909415816,1606909417336,boia elétrica de nivel,não desliga ,boia de na qualidade defeito de série da marca / troca de marca ,,1606909415816
324,19,5,0.00,0.00,0.00,0.00,1606914619754,1606914657500,1606914659152,pente guia para nova embalagem ,medir / desenhar / orçar pente novo ,com 22 frascos / material tecnil /  8 bicos com novas mangueiras .,,1606914657500
325,3,5,0.00,0.00,0.00,0.00,1606917089419,1606917103012,1606917104599,boia de nível ,transbordando tanque ,baixar nível ,,1606917103012
326,3,5,0.00,0.00,0.00,0.00,1606917166119,1606917180874,1606917182077,guia estrela do tampador ,baixa / derrubando garrafas ,subir e travar ,,1606917180874
327,56,5,0.00,0.00,0.00,0.00,1606938797990,1606938857918,1606938859271,embaladora de sabão,redutor segunda correia quebrado,trocado por novo ,,1606938857918
328,3,5,0.00,0.00,0.00,0.00,1606996708726,1606996740807,1606996742177,bicos de envase ,espigão de purga quebrado / 2 peças,troca por novo ,,1606996740807
329,17,5,0.00,0.00,0.00,0.00,1606996882021,1606996896849,1606996898169,embaladora café (almofada) ,navalha de corte quebrada ,colocado arrebite de inox ,,1606996896849
330,3,5,0.00,0.00,0.00,0.00,1606997139149,1606997152092,1606997153596,calhas,tirar medidas ( novamente ) ,4 ° orçamento ,,1606997152092
331,20,5,0.00,0.00,0.00,0.00,1606999354983,1606999369033,1606999370386,bicos ,trancando ,lubrificado ( todo dia ) fanta vedação ideal .,,1606999369033
332,22,5,0.00,50.00,0.00,50.00,1607003977823,1607004004784,1607004006321,sopradora pet  ,troca de Matriz ( matriz quebrada colocar nova ) ,desmontagem e montagem ( ajuda) ,,1607004004784
333,5,5,0.00,0.00,0.00,0.00,1607004664657,1607004681255,1607004682508,rede e filtros ,purga de rede e conferência nível óleo ,preventivo ,,1607004681255
334,19,5,0.00,0.00,0.00,0.00,1607024036537,1607024068929,1607024070216,bicos de envase ,regulagem para embalagem da querozene,,,1607024068929
335,19,5,0.00,0.00,0.00,0.00,1607024184203,1607024204905,1607024206209,tampador da furadeira ,não aperta / tampa marcada ,rebaixo no torno / polimento de borda ,,1607024204905
336,31,5,0.00,0.00,0.00,0.00,1607079873137,1607079905956,1607079907226,bomba do rio ,revisão de posição de válvula do rio ,reposicionado / conferido amarras ,,1607079905956
337,56,5,0.00,0.00,0.00,0.00,1607080160776,1612913535181,1612913536868,embaladora sabão ,redutor quebrado ,compra de moto redutor segundo orientação em orçamento anexo ,,1612913535181
338,24,5,0.00,0.00,0.00,0.00,1607102787700,1607102801759,1607102803263,tubulação descarga cloro / conexões da rua .,frágil / vazamento / risco acidente / descarga caminhão tanque de cloro e soda ,união - registro - espigão de inox - abraçadeira reforçada ,,1607102801759
339,16,5,0.00,0.00,0.00,0.00,1607367056565,1607367069737,1607367071023,moinho de martelo café ,troca de martelos ,trocado todos os 60 martelos gastos ,,1607367069737
340,3,5,0.00,0.00,0.00,0.00,1607367279502,1607367292145,1607367293466,bicos ,2 bicos estúpidos ,desmontado e limpo ,,1607367292145
341,20,5,0.00,0.00,0.00,0.00,1607367590355,1607367607413,1607367608767,biscos ,trancado ,vedação não ideal ( resseca com o produto ) ,destravado todo dia  ,1607367607413
342,24,5,0.00,0.00,0.00,0.00,1607367915963,1607367928602,1607367929854,rede lauril ,preventivo,colocado calha de PVC debaixo da rede ,,1607367928602
343,24,5,0.00,0.00,0.00,0.00,1607368003446,1607368021569,1607368022772,rede cloro ,registro 32 mm vazando ,troca por novo ,,1607368021569
344,3,5,0.00,0.00,0.00,0.00,1607368085336,1607368095095,1607368096430,I.H.M instalação ,não aciona válvula de abastecimento ,entrada coma do invertida ,,1607368095095
345,3,5,0.00,0.00,0.00,0.00,1607368197709,1607368207679,1607368210450,impressora ,tampa preta ajuste de sensor ,ajustado ,,1607368207679
346,32,5,0.00,0.00,0.00,0.00,1607371006717,1607371048172,1607371050645,bomba para sabão ,lenta ,limpeza ,,1607371048172
347,65,5,0.00,0.00,0.00,0.00,1607371106438,1607371131580,1607371132816,bomba cera líquida ,vazamento ,troca de gaxeta / rotor e rolamento ,,1607371131580
348,22,5,0.00,0.00,0.00,0.00,1607434853677,1607434864882,1607434866203,rosca extrusora ,rolamento Axial pé da rosca ,troca ,,1607434864882
349,4,5,0.00,0.00,0.00,0.00,1607435034136,1607435050669,1607435051955,envase clorado ,lento ,máquina ok / produto viscoso ,,1607435050669
350,6,5,0.00,0.00,0.00,0.00,1607435327172,1607435345159,1607435346396,tampador,tampa soltando ,baixado pressionados ,,1607435345159
351,6,5,0.00,0.00,0.00,0.00,1607435443116,1607435462939,1607435464292,sopro bico 17,mangueira pneumática rasgada ,troca ,,1607435462939
352,2,5,0.00,0.00,0.00,0.00,1607435739180,1607435752067,1607435753320,aplicador de tampa ,virando tampa no gargalo ,aplicador muito alto / baixado ,,1607435752067
353,4,5,0.00,0.00,0.00,0.00,1607445240648,1607445250806,1607445252177,ar comprimido ,mangueira rachada ,troca ,,1607445250806
354,65,5,0.00,0.00,0.00,0.00,1607445301807,1607445317156,1607445318676,bomba da envasadora ,vazamento ,selo / retirado bomba e devolvido em garantia ,remontar novamente ,1607445317156
355,6,5,0.00,0.00,0.00,0.00,1607447269245,1607447281209,1607447282496,apalpador de tampas ,falhando ,completar desgaste e usinagem ,,1607447281209
356,18,5,0.00,0.00,0.00,0.00,1607455181464,1607455234284,1607455235571,fechadura água 1 e 2 L,fita caindo do suporte ,vento ,,1607455234284
357,32,5,0.00,0.00,0.00,0.00,1607455309770,1607455323408,1607455324578,tanques acumuladores porão ,cheio de plástico / entupindo bomba ,limpeza ,,1607455323408
358,5,5,380.00,425.00,0.00,805.00,1607526069388,1607526084793,1607526086146,alimentação elétrica ,contator colado / não desliga / disparo válvula segurança ,contator incompatível com motor 20 CV / conferido alimentação / sem danos por aquecimento / disjuntor nunca disparado / relé sem disparo térmico. ( trocado contator por de maior potência ) trocado caixa de ligação por maior . ,,1607526084793
359,12,5,0.00,0.00,0.00,0.00,1607530956827,1607530982440,1607530983677,tampador ,troca de bocal para tampa nova ,ajuste ,,1607530982440
360,24,5,0.00,0.00,0.00,0.00,1607532292488,1607532309365,1607532310601,tanques cloro ,registro 32mm vazamento ,troca ,,1607532309365
361,24,5,0.00,0.00,0.00,0.00,1607533111923,1607533135673,1607533137111,rede descarga caminhão ,vazamento no cavalete de manobra ,colocar 2 abraçadeiras de ferro / rosca registro quebrando e espigão solto ,,1607533135673
362,10,5,0.00,0.00,0.00,0.00,1607537414031,1607537434153,1607537435473,rede estoque desengordurante,vazamento registro 32 mm,troca de registro ,,1607537434153
363,2,5,0.00,0.00,0.00,0.00,1607537737268,1607537750695,1607537751965,envasadora ,volume ,ajustar volume ,,1607537750695
364,12,5,0.00,0.00,0.00,0.00,1607542887827,1607542910232,1607542911786,tamoador,tampa nova não aperta ,mudado torque para + ,,1607542910232
365,5,5,0.00,0.00,0.00,0.00,1607594967535,1607594982041,1607594983262,compressor e rede ,purga diária ,preventiva ,,1607594982041
366,19,5,0.00,0.00,0.00,0.00,1607595023764,1607595045550,1607595046972,rede ar comprimido ,vazamento ,troca de imenda e mangueira 8 mm ,,1607595045550
367,34,5,0.00,0.00,0.00,0.00,1607595134258,1607595192806,1607595194292,caixa agitador ,retirada de mangueira de escoamento / lavação agitador ,retirada ,,1607595192806
368,3,5,0.00,0.00,0.00,0.00,1607604297020,1607604309343,1607604310546,mesa acumuladora ,fora de posição / pancada com palete ( novamente ) ,reposicionar ,,1607604309343
369,3,5,0.00,0.00,0.00,0.00,1607604513130,1607604525354,1607604526590,tampador ,cabeça 1 não aperta ,espanando / tampas defeituosas / regulado ,problema varia com a qualidade de tampa ,1607604525354
370,24,5,0.00,0.00,0.00,0.00,1607606469620,1607606489228,1607606490532,rede água ,retirada rede antiga não utilizada ,corte e selo ,,1607606489228
371,12,5,0.00,0.00,0.00,0.00,1607610517280,1607610532152,1607610533405,tamoador ,troca de tampa / ajuste ,ajustado ,,1607610532152
372,65,5,0.00,0.00,0.00,0.00,1607693350092,1612913429564,1612913431520,cáixa cera base água vermelha ,joelho com vazamento ,trocar joelho ,,1612913429564
373,66,1,0.00,0.00,0.00,0.00,1607951792473,1607951792473,,tomada elétrica ,sem espelho ,eletricista trocar tomada ,,1607951792473
374,19,5,0.00,0.00,0.00,0.00,1607955022266,1607955037097,1607955038334,tampador ,regulagem / arrastado cadê com a paleteira ,recolocar no lugar ,,1607955037097
375,5,5,0.00,0.00,0.00,0.00,1609792494662,1609792507308,1609792508611,,verificar nível de óleo ,completado 250 ml,,1609792507308
376,2,5,0.00,0.00,0.00,0.00,1609792554980,1609792599591,1609792600810,rede ar comprimido ,vazamento ,trocado imenda ,,1609792599591
377,3,5,0.00,0.00,0.00,0.00,1609792657560,1609792674312,1609792675531,rede ar  comprimido ,vazamento ,trocado imenda pneumática 8 mm,,1609792674312
378,6,5,0.00,0.00,0.00,0.00,1609792739678,1609792767380,1609792768548,sapata de elevação / bico n°18,baixo / desmontar e calçar para ficar mais alto ,colocado arroela sob medida de 1.5 mm de altura ,,1609792767380
379,32,5,0.00,0.00,0.00,0.00,1609846102565,1609846120708,1609846121877,bomba de transferência do reservatório 1 para reservatório 2,fios cortados / desligados ?,refazer ligação e isolamento ,,1609846120708
380,6,5,0.00,0.00,0.00,0.00,1609928713193,1609928725434,1609928727139,bico n° 8 ,vazamento ,troca de vedação ,,1609928725434
381,19,1,0,0,0.00,0.00,1610651897951,1612913083527,1612913087221,envasadora desinfetante,modificar bicos para envazar 5 L desinfetante para aproveitar impressora e aumentar para 6 frascos por vez.,fazer 6 adaptadores de ponta de bicos para galão de 5 litros,feito 6 adaptadores / aguarda vedação para dois bicos,1612913083527
382,49,5,0.00,0.00,0.00,0.00,1612263018042,1612263085706,1612912369053,rede lauril pós bomba ,vazamento ,joelho quebrado / trocar ,trocado ,1612263085706
383,3,5,0,0,0.00,0.00,1613044767772,1613044767772,,escada plataforma móvel para limpeza e manutenção,fabricação / segurança,fabricar em inox ou tecnil semelhante a estrutura da envasadora / comprar escada articulada,"instalado esguicho para as laterais do tanque para lavação , não é nescessário subir na estrutura",1613044767772
384,18,5,0.00,0.00,0.00,0.00,1613127671011,1613136963657,1613136965478,fechadura de caixa amaciante ,articulação suporte da navalha quebrado / faltando bucha da articulação / rolinhos condutores de fita quebrado / sem parafuso ,fabricar articulação nova / fabricar bucha nova / fabricar rolinho tecnil novo colocar parafusos faltantes ,obs : mola da articulação da navalha de corte muito forte causando a quebra da articulação por pancadas repetidas / trocar mola ( arame 1.5 mm D.15mm 20 voltas ,1613136963657
385,48,5,0.00,0.00,0.00,0.00,1613566654061,1613566700704,1613566702040,tanque de parafina da oficina ,controlador queimado ,troca de controlador ,controlador novo trocado por eletricista lembek ,1613566700704
386,34,5,0.00,0.00,0.00,0.00,1613566812040,1613566845685,1613566847222,inversor do agitador desarmando ,mau contato em disjuntor do quadro elétrico geral ,apertado contatos e conferido tensão ,,1613566845685
387,32,5,0.00,0.00,0.00,0.00,1613566929601,1613566943147,1613566944434,bomba do porão para a primeira caixa ,não liga ,contatos queimada ,troca de contatota / nova ,1613566943147
388,20,5,0.00,0.00,0.00,0.00,1613753592117,1613753625474,1613753626795,bicos de envase ,vazamento ,troca de oring de ponta ,oring de borracha logo vaza de novo ,1613753625474
389,18,5,0.00,0.00,0.00,0.00,1613753744630,1613753765294,1613753766547,fechadura amaciante ,fita superior escapando ,ajuste e lubrificação ,,1613753765294
390,19,5,0.00,0.00,0.00,0.00,1613753840565,1613753868152,1613997696947,tampador da linha de desinfetantes ,rolamentos quebrados ,troca de rolamentos ,obs: capas internas dos rolamentos enferrujadas não soltando do eixo / cortado todos os eixos / fabricação de eixos novos / 23/02/2021-13:30 devolvido para reusinagem / fora de medida de rolamento ,1613753868152
391,32,5,0.00,0.00,0.00,0.00,1613991057704,1613991068941,1613991070127,bomba bag / retorno para sabão ,travada ,destravada / colocar bomba de maior vazão ,,1613991068941
392,60,5,0.00,0.00,0.00,0.00,1613997014630,1613997047220,,suporte pistão de corte plástico quebrado ,quebrado ,solda e retifica de canal de regulagem ,,1613997047220
393,37,5,0.00,0.00,0.00,0.00,1613997400837,1613997414688,1614094202591,aranha formadora de esponja ,varão quebrado ,refazer varão ,,1613997414688
394,31,5,0.00,0.00,0.00,0.00,1613997547732,1615817184953,1615817186139,bomba de água limpa pra produção ,vazamento selo mecânico ,agendar troca de selo ,,1615817184953
395,2,5,0.00,0.00,0.00,0.00,1614011780786,1614011802369,1614011803781,rede ar comprimidos ,vazamento ,troca de segmento de mangueira ,,1614011802369
396,2,5,0.00,0.00,0.00,0.00,1614013685420,1614013697975,1614013699312,bomba de retorno ,transbordando espuma ,recolocado filtro no reservatório retorno ,melhora não resolve / alvejante e clorado na sequência ,1614013697975
397,32,5,0.00,0.00,0.00,0.00,1614014171258,1614014202043,1614014203597,tanques de coleta de água sanitária e sobras de elaboração / porão compressor ,muitas sujeira plástica / estupimento de tubulação ,limpeza ,,1614014202043
398,24,0,0,0,0.00,0.00,1614015012413,1614015012413,,plataforma / escada / tanques elaboração amaciante,reforma e ampliação,conf desenho e orçamento,obs( desenho e orçamento encaminhado para aprovação ),1614015012413
399,5,5,0.00,0.00,0.00,0.00,1614074999400,1614075013782,1614075015169,compressor ,verificação de nível de óleo e purga de rede ,purga do tanque / filtro / rede água sanitária / detergente ,,1614075013782
400,31,5,0.00,0.00,0.00,0.00,1614075375184,1614075393508,1614075391185,bomba do rio ,verificação da válvula do rio ,limpeza / folhas / plásticos ,,1614075393508
401,3,5,0.00,0.00,0.00,0.00,1614080201452,1614080229214,1614091951136,painel elétrico envasadora água 1 litro ,desarme geral / desarmes repetidos ,curto em comando solenóide antigo / desativado da antiga bomba pneumática ,serviço elétrico ( Lembek ),1614080229214
402,3,5,0.00,0.00,0.00,0.00,1614087858246,1614087877968,1614087879138,bicos de envase ,ponta quebrada ,substituir ,,1614087877968
403,3,5,0.00,0.00,0.00,0.00,1614091175037,1615214480129,1615214481482,bicos de envase ,ponta quebrada ,troca ,,1615214480129
404,3,5,0.00,0.00,0.00,0.00,1614091229569,1614091242178,1615214566630,bicos de envase ,ponta quebrada ,troca de peça ,,1614091242178
405,3,5,0.00,0.00,0.00,0.00,1614091305511,1614091321443,1614091322714,boia elétrica tanque do carrocel ,transbordando ,ajuste de altura ,,1614091321443
406,32,5,0.00,0.00,0.00,0.00,1614091753698,1614091766121,1614091767390,bomba bag retorno ,lenta / entope facil,trocar por uma bomba de maior dimensões ,,1614091766121
407,6,5,0.00,0.00,0.00,0.00,1614177215844,1614339466336,1614339467639,extintor de incêndio detergente 500 ml,pendurar novamente / soltou o suporte ,"prender com bucha metálica ""paraboit ""10mmx100mm ",obs: chamar empresa que pendurou os extintores para refazer o trabalho ( extintores caindo / bucha plástica soltando ) . risco de acidente . ,1614339466336
408,6,5,0.00,0.00,0.00,0.00,1614184707868,1614184719785,1614196894261,tampador detergente 500 ml,tampa soltando / não tá clicando ,baixado tampadores ,,1614184719785
409,67,5,0.00,0.00,0.00,0.00,1614196526104,1614196560247,,portão de ferro doca 01,dobradiças soltas / estrutura batente solto/ podre por baixo ,trocar parte de baixo fazendo estrutura de remendo / trocar chapas de revestimento / reforçar ancoragem das dobradiças / encontrar forma de colocação do revestimento parte inferior ,,1614196560247
410,31,5,0.00,0.00,0.00,0.00,1614247169902,1614247201383,1614247202753,bomba do rio,verificar vazão ,limpeza válvula ,,1614247201383
411,5,5,0.00,0.00,0.00,0.00,1614251884799,1614251898588,,porta acesso ao compressor ,reforma / parte inferior e batente podre / não fecha ,remendo e pintura ,obs: correto - fabricar porta e batente novos / ,1614251898588
412,13,5,0,0.01,0.00,0.01,1614255643889,1614255678795,1614255680297,(tampador ),tampa rachando no clicar na garrafa,a pedido do departamento técnico feito medições em sequência de tampas para identificar possível falhas de produto,,1614255678795
413,13,5,0,0.02,0.00,0.02,1614258309952,1614258373571,1614258374993,(tampador),tampa soltando,a pedido do departamento técnico feito medição em gargalos e pre-forma para identificar possível falhas de sopro do pet,encontrado variação de medidas de até 1.1mm ovalado de boca e distanciamento nas arestas de clique da rampa e deformação de início de expansão da garrafa,1614258373571
414,4,5,0.00,0.00,0.00,0.00,1614271728600,1614271743958,1614271745210,bicos de envase ,um bico vazão lenta no clorado ,aberto os dois bicos e não foi encontrado nenhum entupimento ou anomalia ,inconclusivo ,1614271743958
415,3,5,0.00,0.00,0.00,0.00,1614272826305,1614272842276,1614282762342,boia elétrica ,transbordando tanque de serviço ,verificando / acompanhando / reposicionado boia elétrica ,boia trocada anteriormente e posicionado em baixo da saída do retorno prejudicando seu funcionamento ,1614272842276
416,68,5,0.00,0.00,0.00,0.00,1614282889179,1614282965937,1614282967273,porta de correr entrada água sanitária ,reforma / remendo ,troca de talas parte de baixo / rebites / solda ,,1614282965937
417,34,0,0.00,0.00,0.00,0.00,1614342407283,1614343703678,,envasadora 5 litro / clorado ,demora no envazar ,"liberação do duto de ar demorado / "" muito viscoso "" ","1 - fazer bicos novos com duto de ar com maior dimensões - dois bicos para o 5 litro e 16 bicos para o 2 litros 
2 - mudar viscosidade do produto / deixar mais fluido . 
obs1: demora de envase natural para uma máquina projetada para água sanitária. obs2: por conta da falta de fluidez natural do detergente foi colocado uma bomba entre envasadora e tanque de elaboração. 
3 - máquina nova projetada para este tipo de produto ",1614343703678
418,3,5,0.00,0.00,0.00,0.00,1614343000455,1614343015239,1614343055123,esteira transportadora ,tropessando ,esticar ,,1614343015239
419,3,1,0,0,0.00,0.00,1614348700880,1614348751755,1614348752991,fechadura de caixa,não corta a fita por baixo,troca de navalha,estoque de navalhas afiadas / no mínimo 2 pares / afiadas por empresa especializada em afiar ferramentas,1614348751755
420,46,5,0.00,0.00,0.00,0.00,1614360560202,1614360572957,1614361750919,carrinho duas rodas cinza ,eixo torto ,corte e solda ,,1614360572957
421,46,5,0.00,0.00,0.00,0.00,1614361637562,1614361652672,1614361654042,,quebrado ,solda e corte ,,1614361652672
422,70,1,0.00,0.00,0.00,0.00,1614364935727,1614364935727,,"saída do tanque 2 "" T "" 60 mm rachado ",trocar ,"1 T de 60mm 
3 luvas 60 mm",,1614364935727
423,4,5,0.00,0.00,0.00,0.00,1614366678426,1614366692948,1614366694202,rede ar comprimido ,mangueira rachada ,corte da parte avariada ,,1614366692948
424,66,5,0.00,0.00,0.00,0.00,1614594099068,1614594110746,1614607661086,alvejante 5 litros ,vazamentos ,sem vedação apropriada / continua vazando . ,,1614594110746
425,19,0,0.00,0.00,0.00,0.00,1614605164356,1614605164356,,classificador de tampa ,ruído / vibração ,encarceramento acústico ,,1614605164356
426,36,5,0.00,0.00,0.00,0.00,1614606767445,1614606783528,1614628116872,portão ,saio do trilho / trancado / quebrado ,"consertado e reinstalado corrente 
micro de fim de curso molhado / secado, selado e remontado ",,1614606783528
427,18,5,0.00,0.00,0.00,0.00,1614608066627,1614608078493,1614608079613,fechadura / água sanitária ,não liga ,tomada oxidada / troca de pino macho ,,1614608078493
428,4,5,0.00,0.00,0.00,0.00,1614608670139,1614608690944,1614608692366,bicos de envase ,vazamentos ,não temos vedação correta,continua vazando ,1614608690944
429,2,5,0,0,0.00,0.00,1614610882964,1614610894477,1618416602176,bicos,bico quebrado / expurgo quebrou rosca dentro do bloquinho,colocado  reserva / fabricar bloquinho novo,,1614610894477
430,18,5,0.00,0.00,0.00,0.00,1614610961530,1614610972574,1614610973777,navalha de corte ,solta / trocar cRafusos ,,,1614610972574
431,22,0,0,0,0.00,0.00,1614619145261,1614619145261,,picador de sobras,caixa de material picado solta,,,1614619145261
432,19,5,0.00,0.00,0.00,0.00,1614620796299,1614620796299,,tampador ,desalinhado / batida com a paleteira ,arrastado de volta a posição ,,1614620796299
433,19,5,0.00,0.00,0.00,0.00,1614621815755,1614621828045,1614622920767,classificador de tampas ,regulagem / posição / batido com paleteira ,reposicionado e ajustado ,,1614621828045
434,72,5,0.00,0.00,0.00,0.00,1614687098584,1614687143639,1615316449451,esgoto / saída para tratamento de sobras ,entupido / transbordando ,sifão garganta da saída rasgado ,trocar / comprar sifão novo ,1614687143639
435,24,5,0.00,0.00,0.00,0.00,1614687295662,1614687310785,1614687312021,tanque água sanitária número 2,"""T"" saída 69mm quebrado ",troca de conexões ,,1614687310785
436,29,5,0.00,0.00,0.00,0.00,1614687417744,1614687428116,1615406022710,siladeira ,furo na estrutura do rotor de sopro ,troca de chapa 18x36mm,BBS trocou / terceirizado ,1614687428116
437,73,5,0.00,0.00,0.00,0.00,1614691185779,1614691213468,1614691214837,quadro elétrico ,desarme desjuntor geral ,desjuntor 32A com problemas / trocado /eletricista lembek ,,1614691213468
438,18,5,0.00,0.00,0.00,0.00,1614694380654,1614694394282,1614694395636,fechadeira água 5 litros ,correia superior saio do guia ,trancamento na roleira ,recolocado correia ,1614694394282
439,24,5,0.00,0.00,0.00,0.00,1614695231858,1614952734198,1614952735608,tubulação da rede cloro ,registro 32mm / agitador clorado vazando / tanques de cloro 3 PCs / tanques água sanitária 2 PCs ,troca de vedação ou registro ,troca de vedações ,1614952734198
440,7,5,0,0,0.00,0.00,1614707968014,1614707968014,,rede de pressão,parafuso do flange saída de pressão boca da fornalha quebrado,cortar o velho e trocar,fechado com empresa terceirizada para fazer todas as correções.,1614707968014
441,2,5,0.00,0.00,0.00,0.00,1614708103646,1614708114799,1614868752119,bico de envase ,entupido ,abrir e verificar / desentupido .,,1614708114799
442,4,5,0.00,0.00,0.00,0.00,1614711072835,1614711085260,1614711086546,rede ar comprimido ,vazamento ,troca de mangueira 10 mm + duas imensas pneumáticas ,,1614711085260
443,12,5,0.00,0.00,0.00,0.00,1614711233060,1614711247343,1614868890751,rede amaciante ,peneira entupida ,limpeza ou troca de peneira / troca ,,1614711247343
444,24,0,0,0,0.00,0.00,1614712042581,1614712042581,,tanque água sanitária número 2,não agita a parte de baixo / caixa sempre foi assim / tentado evitar o uso ficou como caixa reserva por este defeito,fazer entrada de ar no acoplamento antes do registro para teste,"furo com rosca 1/4"" / nível / registro adaptado para mangueira pneumática 10 mm",1614712042581
445,24,5,0.00,0.00,0.00,0.00,1614715262947,1614715276461,1615559669421,tanque desinfetante. ,furado ,colado por baixo com silicone para produzir dois produtos apenas / depois soldar com MIG / BBS solda TIG em todo o fundo ,não deu certo / sem material suficiente para solda / optado por pintura emborrachada por fora em todo o fundo também sem resultado / transferido produtos para fabricação em outro tanque / feito instalação de rede nova no tanque substituto / obs: tanque sem conserto - descartar  ,1614715276461
446,22,5,0.00,0.00,0.00,0.00,1614768151811,1614768172898,1614768174183,suporte cavalete sensor ,quebrado ,solda e acabamento ,,1614768172898
447,2,5,0.00,0.00,0.00,0.00,1614769142859,1614769153779,1614769155082,painel elétrico máquina água 2 litros ,não liga o carrocel ,botoeira de emergência acionada ,,1614769153779
448,2,5,0.00,0.00,0.00,0.00,1614771832890,1614771844969,1614771846222,elevador de tampas ,não liga ,sensor em curto / troca ,colocado um usado reserva ideal comprar outro reserva / E18-3A30PCT ,1614771844969
449,44,5,0.00,0.00,0.00,0.00,1614775814702,1614775827106,1614775828326,trava portão fechado ,fabricar trava ,fabricado e instalado ,,1614775827106
450,74,5,0.00,0.00,0.00,0.00,1614867649106,1614867719201,1614867720421,portão elevação garagem ,coluna duto de contra pesos fora de posição ,aprumado e prendido com cantoneiras junto ao piso ,,1614867719201
451,36,5,0.00,0.00,0.00,0.00,1614867926282,1614867941026,1614867942246,portão de correr da guarita ,passou do ponto e quebrou a corrente ,fim de curso com infiltração / passando do ponto / troca de fim de curso / conserto de corrente e feito cobertura de proteção em todo o conjunto de tração ,pintura ficou a cargo dos pintores que estão na fábrica ,1614867941026
452,36,0,0,0,0.00,0.00,1614868192415,1614868192415,,placa do portão / placa sinalização,sujando com o lubrificante das corrediças do portão,colocar soleira na parte superior da placa,,1614868192415
453,23,5,0.00,0.00,0.00,0.00,1614875613511,1614875657711,1614875658871,picador de milho ,peneira furada ,solda/ remendo ,,1614875657711
454,43,5,0.00,0.00,0.00,0.00,1614881311561,1614881332243,1614881333397,pedal de acionamento ,não está acionando ,ajuste mola e fim de curso pedal ,,1614881332243
455,1,5,0.00,0.00,0.00,0.00,1614952986813,1614952999371,1614953000607,guia de entrada plástico novo vela número 1 teste industrial ,guia fabricado fora de medida e mal soldado ) falhas e irregularidades ,refazer soldas e fazer polimento de arestas ,teste de funcionamento ,1614952999371
456,19,5,0.00,0.00,0.00,0.00,1614958464390,1614958476411,1615406247540,tampador ,ajuste para 500 ml,,,1614958476411
457,34,3,0,0,0.00,0.00,1615200842529,1615200859531,1622476838317,bomba pneumática saída do tanque,vazamento,fabricar manifold de PVC ou inox / material original da bomba não resiste aí ataque químico,,1615200859531
458,32,5,0.00,0.00,0.00,0.00,1615206015427,1615206028763,,bomba do porão não liga ,aciona cantareira no painel e bomba não liga / possível bomba queimada ,não foi chamado o eletricista???? ,revisado fiação até a bomba / imenda oxidada refeito imenda / ,1615206028763
459,53,4,0.00,0.00,0.00,0.00,1615206110926,1615206110926,,caminhão 1518 redondo ,trocar suporte do para choques,feito em oficina especializada ,,1615206110926
460,31,5,0.00,0.00,0.00,0.00,1615206745417,1615206757105,1615206758393,bomba do rio ,limpeza válvula ajuste altura ,,,1615206757105
461,5,5,0.00,0.00,0.00,0.00,1615210209936,1615210222726,1615210224314,rede ar comprimido ,purga diária de rede ,,,1615210222726
462,3,5,0.00,0.00,0.00,0.00,1615220977221,1615220987808,1615406446542,rede água sanitária ,válvula da bóia trancando ,lubrificado ,,1615220987808
463,14,5,0.00,0.00,0.00,0.00,1615229073314,1615229117590,1615229118993,bandeja ,quebrada ,solda ,,1615229117590
464,71,5,0.00,0.00,0.00,0.00,1615294452300,1615294516536,1615299370020,,parte inferior podre ,trocar perfis e colocar chapas de revestimento novas ,,1615294516536
465,24,5,0.00,0.00,0.00,0.00,1615294606859,1615316134527,1615316135812,rede cloro / bomba cloro ,"conexão ""T' quebrada vazando ",trocar ,,1615316134527
466,11,5,0.00,0.00,0.00,0.00,1615299096592,1615299110385,1615299111638,porta ,colocar suporte de cadeado ,solda no batente e arrebite na porta ,,1615299110385
467,11,5,0.00,0.00,0.00,0.00,1615299265652,1615299283590,1615299285111,cadeira plástica ,quebrada ,arrebitado chapa para unir a parte quebrada ,,1615299283590
468,75,0,0,0,0.00,0.00,1615301154124,1615301154124,,elevador de caneco,corrente exposta ao tempo,fabricar protetor de corrente,,1615301154124
469,24,5,0.00,0.00,0.00,0.00,1615301550527,1615301567082,1615555222555,bomba do amaciante ,vazamento ,vazamento no selo/ trocar selo ,,1615301567082
470,71,5,0.00,0.00,0.00,0.00,1615301940397,1615554971907,1615554973076,porta pequena ,chapas soltas / prender ,parafuso auto brocante ,,1615554971907
471,18,5,0.00,0.00,0.00,0.00,1615313315922,1615313337637,1615313339024,fechadeira máquina detergente ,não corta / enrosca fita superior ,ajuste / de pressão desbobinador ,,1615313337637
472,24,5,0.00,0.00,0.00,0.00,1615316518387,1615316535734,1615316536953,tanque de cloro número 01,acoplamento saída rosca espanada ,fabricar acoplamento novo em PVC ,instalado ,1615316535734
473,12,5,0.00,0.00,0.00,0.00,1615318678983,1615318696523,1615318697760,tampador ,regulagem de torque ,,,1615318696523
474,12,5,0.00,0.00,0.00,0.00,1615375348214,1615375361753,1615405798726,tampador / acoplador tampa velha ,espanando rosca / tampa solta / pegando tampa .,colocar mola espulsora / fabricação -usinagen ,,1615375361753
